游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2025-09-10,宫忆无,24.6,"妈妈，人生要真是星露谷就好了。
随时可以到达的海边，打开信箱就有村民嘘寒问暖的信件，送出礼物就能获得的友谊,付出努力就一定会有收获，失败了也只是掉东西，永远有人愿意回应我，永远有再来的机会，就算什么也不干每天躺在床上评定等级的时候，爷爷也只是希望你远离世俗开开心心。
妈妈，人生要真是星露谷就好了。我不喜欢各种各样的考试，我不喜欢这样活着，每天都像个陀螺一样不停运转。
我想有很多很多朋友，想有疼爱我的长辈，想要美好的爱情。
种下去就能长出来的菜，放进小桶就能酿出的酒；下雨也可以去海滩钓一整天的鱼；砍树也是充实的一天。

妈妈，人生要是星露谷就好了。
当我重新进入游戏，我有绝对的权力掌握自己的人生，我可以开很多副本，像梦一般玩转我的人生，无限延长我的生命。

可是妈妈，人生从来都不是星露谷。

我不会随时随地看见大海。现代人微信上更多是敷衍的信息。爷爷什么也没有留给我，没有郁金香也没有啤酒花。魔法师不会告诉我发财暴富的咒语，我更不是拿着银河剑披荆斩棘的勇士。家里没有菜谱，只有洗不干净的锅碗瓢盆。可爱的小猫不属于我，土地是公家的，金子和钻石都很贵，房价很高，我一样也买不起。

世界是矛盾且复杂的，我不再追求那些虚幻的童话结局。渐渐的，我愿意接受生活的苦涩，因为人总得活下去。在这苦涩之中，我逐渐找到了真实的自己。不需要绝对的权力，也不需要开很多副本，只需要勇敢地面对每一个日出日落，真诚地对待每一份情感，成为一个渺小而又坚韧的存在。

最终，在盐粒般粗粝的真实里，我们会尝出属于人类世界独有的甜味。",推荐
Stardew Valley,中国,2018-07-01,n0co1:>,240.4,"游戏可玩性很高，目前打到第三年~
对新手的建议：如果你是主攻农业，那么春天复活节的时候，一定要多买草莓，然后大面积种植；夏天主攻蓝莓，在皮埃尔的店就可以买到；秋天主攻蔓越莓，购买渠道如夏天；冬天的话你如果完成了活动中心的小精灵任务，解锁了温室，那么你就可以把夏天的杨桃种上，或者也可以种植上古种子（如果你有的话）。
如果你是主攻挖矿：尽快打到120层，拿到骷髅钥匙，在活动中心解锁公交车，到达沙漠，然后去左上角一个洞穴里，进入头骨山洞，里面有大量紫色史莱姆，打死它们有几率掉落铱矿石。
如果你主攻钓鱼，春天的鱼王“传说之鱼”在矿洞下方湖的岛上钓，下雨天气时会出现，时间为上午6：00~10：00；夏天鱼王绯红鱼在沙滩（作家艾利欧特小屋右侧的码头）钓，但是需要修好那个桥；秋季鱼王安康鱼在Joja超市上方的小溪的石头后面钓；冬季鱼王冰川鱼在帽子店上方的箭头岛屿深水区（黑色的水域）那里钓；最后下水道鱼王变异鲤鱼在下水道那里钓，需要从博物馆捐献60个物品后给你送到家门。
好的，那么新手指南就给大家写到这里的~~~",推荐
Stardew Valley,中国,2023-01-10,西西,391.6,"【2024.3.22 更新】
没想到还有机会在PC打开这个游戏，因为在此之前已经做了100%完美收集存档，认认真真写完了评测，也点下了卸载按钮，个人认为，已经没有值得我再打开的理由。
（虽然后来星露谷瘾上来，又在NS打了60h+……，但确实没想过在PC上继续玩）
可是！ConcernedApe你真的够肝啊！1.6更新出这么多东西！（什么时候把新作端上来？）
原本想着在NS体验一下新版本就行了，我不着急玩，也可以忍住好奇心，但更新了9个成就！！！那我之前辛辛苦苦任劳任怨努力做的全成就算什么？so，星露谷启动！

【本次评测更新主要有以下几件事】
1、补充对莉亚的印象，原本计划在评测后半部分提出个人对所有可攻略NPC的印象和想法，结果居然把莉亚遗漏了，我真过分！现已补充到后文中。
2、对原评测中的一些错别字进行更正，错别字对强迫症的我可太折磨了。（或许还有没发现的……？）
3、感谢所有看到这篇评测的人，之前写的时候对社区还不熟悉，回复评论一直显示“讨论区在您的地区不可用”，因此没有回复过留言区，并不是我高冷或者没看到，只是单纯回复不了o(╥﹏╥)o（换加速器就好了）通过这篇评测也认识了一些好朋友，很开心有这么多喜欢星露谷的玩家，再次衷心表示我的感谢。

最后，分享一下我的农场~我永远爱鹈鹕镇！


【2023.1.10 评测原文】
那些快乐的时光，会是我最珍惜的回忆
第一次接触星露谷是2019年，这也是我库里第一款游戏，因为傻，还是原价买的。本来对像素类游戏不感冒，但因为某些我不愿提起的原因，我开始玩这款游戏。刚玩的时候真的很不懂，没有查攻略的习惯，玩的磕磕绊绊，坚持了一个季节就弃游了，连同steam我也很久没有打开。
后来一个偶然的契机，决定再尝试一下，之后便一发不可收拾。
截至目前，我已经玩了300多个小时，不算长，但也是我库里游戏时长最长的游戏。
我一直在想，总有一天我会为星露谷撰写一篇真诚的评测，可是一拖再拖，拖到那些游戏回忆已经慢慢淡出我的脑海了，我知道再不写我可能真的要忘记了，于是我开始写。

首先写一点我个人的小攻略，如果有人看的话，希望能够帮助新人少踩坑。

植物篇：
1、作物只能当季成熟，一个季节只有28天，如果这个季节没有成熟，那么到下个季节作物就会全部枯萎
2、葡萄、啤酒花之类长在架子上的作物，种的时候每一排之间需要留空隙，否则中间的收不到，可以理解为这类植物架子像墙一样
3、门口的木箱是出货箱不是储物箱，把东西放进去，晚上睡觉的时候会自动出售，不过当天可以把刚丢进去的东西再拿出来
4、每个季节都要去皮埃尔商店把能买的种子都买一遍，每种作物都至少要留一个，最好每个品质都留5个，到时候献祭需要用
5、作物每天都要浇水，下雨的时候不用，建议把作物种在池塘边，接水比较方便
6、冬天只有野外种子能种，其他作物都种不了，蜂箱在冬天也不会产蜂蜜
7、优先建温室，这样冬天可以在温室里种作物
8、种菜收菜的时候手上不要拿工具，很容易把菜锄掉
9、春天可以在野外采树莓，秋天可以采黑莓，不值钱，但是回体力和生命值最划算的东西
10、最好走献祭路线，更有成就感，献祭完成后大家会来开庆祝会，joja超市会倒闭，完成一个小献祭之后会变成电影院（但是为了全成就，需要走joja超市会员路线，不过皮埃尔会经常抱怨生意不好，社区中心会变成电影院）

动物篇：
1、鸡窝和畜棚有个小门，关上门小动物就无法进出
2、经常去摸一摸小动物，可以提高友好度，这样产物品质会提高
3、把鸡窝建在池塘附近，鸭子会下去游泳
4、野草千万不要割完，等养动物了，再建一个谷仓，再除草就会变成小动物可以吃的干草
5、最大号的畜棚可以用来酿酒，空间非常大
6、第一次发现恐龙蛋的时候千万不要捐给博物馆，放到鸡窝孵化，可以孵出小恐龙
7、走joja路线之后可以在joja超市买自动抚摸机，走献祭只能下矿开宝箱，有概率开出自动抚摸机，有了这个可以解放双手，不需要再去手动抚摸小动物
8、把草种在围栏下，小动物就吃不完了，而且草还能一直长
9、松露是猪找回来的，放在产油机里可以产松露油，松露油很值钱

钓鱼篇：
1、大部分有水的地方都能钓鱼，准确地说应该是可以抛竿
2、多去海边捡贝壳，前期卖贝壳赚钱不错，把沙滩边的桥修好后，另一边会经常产珊瑚和海胆
3、钓鱼本身不难，每个季节都有鱼王，最难的是春季鱼王
4、钓上来的joja可乐不要丢，可以送给山姆
5、威利经常钓鱼的地方是好钓点，不知道有没有依据，但跟着老渔夫钓鱼准没错
6、蟹笼是需要放鱼饵的（我一开始只放蟹笼不放饵，过了好久也没发现异常……）

采矿篇：
1、先搞一个光辉戒指，会发光，可以当小手电筒用
2、杀够1000只史莱姆可以解锁史莱姆戒指，戴上不会再受到史莱姆的攻击
3、史莱姆可以养在广场上，他们还会打招呼
4、晕倒在矿洞里建议直接重开，或者可以找马龙要回掉落的物品
5、平时捡的石头不要扔，可以做梯子，到时候下沙漠矿洞100层很有帮助
6、不要傻傻地一个一个敲石头，用炸弹可以节约时间，但要记得离炸弹远点
7、矮人卷轴有固定的刷新层数
8、虫肉不要丢，可以做鱼饵，不过也可以制作鱼饵盒

NPC篇：
1、不要当着NPC的面去翻垃圾桶，会掉好感度
2、每个NPC一周只能送两次礼物，在NPC生日的时候送礼会好感暴增（可以搜维基百科了解每个人的喜好，送不喜欢的东西会掉好感）
3、默认CP是海莉+亚历克斯、阿比盖尔+塞巴斯蒂安、莉亚+艾利欧特、潘妮+山姆、玛鲁+哈维。谢恩和艾米丽没有CP，不过铁匠克林特暗恋艾米丽
4、至少先攻略一个NPC，舞会的时候只有三星以上的NPC会接受你的邀请，不然只能在旁边看着其他人跳舞
5、NPC到八星就不会再上升了，需要去皮埃尔那里买鲜花送给八星对象，请求ta成为你的男/女朋友
6、男女NPC都可攻略，这个游戏接受txl，异性是生孩子，同性则是领养孩子
7、每个NPC都有自己的故事，虽然很肝，但建议每个人都攻略到10星，他们都很善良
8、下水道小黑也可以娶回家，需要去沙漠买虚空项链
9、进矿的时候，往右边走有块大石头，用炸弹或者镐子可以砸开（砸不开说明镐子品质不够），里面住着矮人NPC
10、如果和每个男/女性NPC好感度都到达了满级，那么在进入酒馆的时候会触发男性修罗场（大型吃醋现场），去海莉家会触发女性修罗场，带上兔子的脚可以避免，这样大家会一片和谐

其他：
1、地上三个扭动的点点是蚯蚓，拿锄头可以挖出来，博物馆很多文物来自这里
2、养成每天看电视的好习惯，菜谱大多来自看美食节目
3、按shift可以5倍购买物品
4、梳妆台是可以放衣服的
5、春季在玛尼家下方的空地里会长大葱，有桥有河流围起来的那里（我玩了几年才知道……）
6、某天地震后罗宾家上方会出现温泉泳池，泡澡可以恢复体力
7、两点前进家门即可，不一定非要躺在床上
8、酒馆里有两个游戏机，通关两个小游戏之后可以获得游戏机，走joja路线还会收到一个可乐机
9、收集所有种类的稻草人之后，会收到稻草人协会寄的超级稻草人，覆盖范围更广了

MOD：
1、没通关之前不要开任何mod，否则会失去大部分乐趣
2、如果丢失存档或者已通关想开第二档，可以尝试开mod，有很多实用不影响游戏平衡的mod，例如在地图上显示NPC的位置（尾号239），拖拉机mod（尾号1401）……
3、mod不作太多推荐啦，追求全成就的话一定会走上开mod之路，但开了mod之后，我打开游戏的次数越来越少，可能是想要的都已经得到了吧

目前暂时只想到这些了，接下来开始我的碎碎念。
玩这个游戏的那段时间，过得还挺糟糕的，身边没有朋友一起玩，一直是我一个人没日没夜地沉迷在游戏里。
但最开始，我是联机过的，和带我玩这个游戏的人。可是我太笨了，只会占着小马天天溜达，不会帮忙种菜收菜，也不会钓鱼下矿。
有一次因为我一直占着小马，拖延了很多时间，导致ta两点的时候晕倒在家门口，而且菜没收完，该干的活也没干。于是我被凶了，之后也不让我和ta联机。
后来我自己开了个档，开始瞎琢磨。
ta说我原价买游戏真是个傻子
ta说下矿很危险，我肯定不行
ta说钓鱼很难，让我别尝试
……
后来我们渐渐没联系了，我也不再执着这个游戏
我的steam很长时间只有这一个游戏
有一天我释怀了，想着既然付钱了，就好好玩玩吧
于是我开始找攻略，开始慢慢体会到这个游戏的乐趣，我可以下矿下到100层，可以完成钓鱼全图鉴，可以和每一个NPC都打好关系，我觉得我应该比ta对这个游戏更加了解了吧？

但这个时候，我好像已经不在乎别人的话了，我真正地被这个游戏所吸引，我喜欢每一个NPC，我觉得他们似乎并不只是一堆数据而已（以下开始涉及剧透）

谢恩：虽然一开始很拽而且脾气很差，本着推进剧情才坚持给他送礼，后来发现他反差还挺大的。虽然每天晚上都会去酒馆酗酒，一直抱怨生活看不到希望，但第二天还是会准时上班。在我的一番劝阻下，终于戒酒了，有时候觉得我在救赎他，但其实他的改变也有鼓舞到我。

哈维：作为一个勤勤恳恳的中年医生，既温柔又善良，爱喝咖啡爱吃腌菜，内心还有个想当飞行员的梦想，由于非常恐高只能作罢。可是，那么恐高的一个人，最后居然选择带我去坐热气球，鼓起勇气在热气球上对我表白，有那么一刻我多希望他不仅仅是一堆数据。

山姆：山姆看起来就是那种帅气的男高中生，虽然经常调皮捣蛋，但对自己的家人非常好。又会弹吉他，偶尔去图书馆兼职也要戴着耳机哼小曲，还组建了自己的乐队，在舞台上演奏完，还会单独向我喊话，没人会不喜欢这样的男生吧。

塞巴斯蒂安：他就是个典型的宅男，天天躲在屋里玩电脑，还会偷偷站在河边抽烟。本来好感不高的，慢慢相处后发现他这人也挺好，有着自己的梦想，知道自己想做什么，尤其是最后骑着摩托带我去山顶一起看星星的时候，虽然很老土，但真的很戳人啊呜呜。

亚历克斯：从小和爷爷奶奶一起生活，喜欢运动的阳光少年，会羞涩地邀请我共进晚餐，夸我漂亮，支支吾吾地表白，妥妥的纯情男高啊，一开始对他无感的我瞬间好感倍增。

艾利欧特：会弹钢琴的艺术家，会说浪漫的话，会带我一起去湖边划船，但怎么说呢，可能是太不贴近现实了，反而没有太戳到我。

海莉：被宠坏的小公主（被我），星露谷第一美女，我真的好喜欢她，虽然有些高冷，但是送她喜欢的向日葵又会很热情。在牛棚拍照那次，她摔得一身泥还是笑嘻嘻地看镜头，突然就觉得女神没有那么可望不可及了。

艾米丽：海莉的姐姐，虽然她有些神神叨叨，经常做法还是啥的？但是一头蓝色的头发随性又自然，会去酒馆打工赚钱，给我的感觉就是乐观向上，永远保持阳光笑容的那种。

潘妮：不得不说，虽然我是女的，但真的很想把潘妮娶回家，潘妮就是一个很适合做老婆的女生。她是镇上的老师，白天教孩子们学习，带着孩子们一起在博物馆阅读，晚上回家还要被酒鬼老妈骂，但她从没抱怨生活，依旧坚强努力地活着。十星的时候约我去温泉泡澡，我要是个男生直接就被拿下了。

玛鲁：一个黑人小妞，其实我不太喜欢她，因为她在哈维的诊所里当护士，有点小小的吃醋。但是她聪明有想法，她造出机器人的时候，我是有一点惊讶的。

阿比盖尔：之前看见过好多男生喜欢阿比盖尔，这个我也不太喜欢，一个叛逆少女，经常顶撞家人，又怂又爱玩（经常在墓地和矿洞晃悠，遇到蝙蝠就吓趴菜了）。但主要还是因为，不加mod的她老是给我一种在翻白眼的感觉？

莉亚：是城里来的很有主见的艺术家，也非常能跑，想送礼的时候总是找不到人。秋季的骷髅窗花/雕像？更是给她增添了几分神秘色彩。虽然说外表撞乔迪，性格撞艾利欧特，甚至于我都自然而然遗忘了这号人的存在，但浪漫个性的莉亚绝对值得最真诚的爱。

其他的NPC也很有趣，篇幅太长了就写到这吧。

我的游戏存档定格在了谢恩邀请我去后山悬崖看风景的那一天，也就是这个游戏结束的时候。没错，我最后的选择是谢恩，真正走到结婚的也只有他，听他在悬崖边说着这些年来感谢有我之类的话，我觉得仿佛真的和他一起度过了很多年一样。这一天我没有像往常一样去睡觉存档，而是退出了游戏，我希望能将这一刻永远保留。",推荐
Stardew Valley,中国,2024-07-09,時肆,57.6,"我一睁开眼，是早上的整六点⏰
推开房门下雨☔️了，哎心里真舒坦🤓☝
好浇地那老头👴，是再也不用愁😸
旱情再次缓解了，高兴的泪直流🤓☝
都算下了雨，是他也没休息🥴
跑到河里钓钓鱼🎣，满心是欢喜🤓☝
不管你钓多少，那主打心情好🤩
钓的少了自己吃，多了换成毛儿🤓☝
钱💰一换到手，是都往那镇上走🏃
逛逛许昌的胖东来，我不买都光瞅🤓☝
咱留钱上酒吧🍷，是该省该花花
蹦到凌晨2点整，骑洋车🚴回家🤓☝
酒没喝多少，是晕的原地倒😵
醒来都给家里🏠嘞，又用了医保😭
这一天又过去，是睁眼还种地😭
日复一日年复年，祖辈在延续🤓☝
这爷爷传给孙儿，孙再传重孙
祖宗辈辈的往下传，星露谷扎根儿🤓☝
这你笑他也笑😸，是笑笑十年少
农民大军搁哪来，来集合说报到！！！🤓🤳💻",推荐
Stardew Valley,中国,2018-08-01,ShiaoGJ,376.6,我花了两年的时间重建并实现了自动化运作，和星露谷的所有人都成为和睦的朋友，还在第二年春天的花舞节前一天娶了老婆，在第三年伊始让爷爷感到欣慰，那么，我什么时候可以回一次城，去见见那经常给我来信嘘寒问暖而我却无法回信的母亲呢,推荐
Stardew Valley,中国,2025-06-14,我也不太懂她,125.1,"人生要真是星露谷就好了。
随时可以到达的海边,
送出礼物就能获得的友谊,
付出努力就一定会有收获，
失败了也只是掉东西，
永远有再来的机会，
而且就算什么也不干每天躺在床上评定等级的时候，
爷爷也只是希望你远离世俗开开心心
人生要真是星露谷就好了。
我想有很多很多朋友，想有疼爱我的长辈。
种下去就能长出来的菜，放进小桶就能酿出的酒；
下雨也可以去海滩钓一整天的鱼；
砍树也是充实的一天，
为什么我一直都只是在小房间里打转呢。",推荐
Stardew Valley,中国,2022-12-12,old ass,129.4,"这真的是个休闲游戏

你没必要2点睡6点起
没必要在春天拼命钓鲶鱼
没必要疯狂下矿刷洒水器种草莓
没必要第一年五百个桶收入千万
没必要掐着日历生日蹲村民门口送奶酪送钻石
没必要急着开温室刷远古

它只是一个休闲游戏
收完奶酪就睡觉也不是不可以
酿完酒去送人也不是不可以
第四年再结婚也不是不可以

你在星露谷 你不在JOJA 你也不用996
即使你一无所有爷爷也不会责怪你
即使你整天睡觉妈妈也会记得你给你送生日蛋糕
即使你作物都枯萎了你奶奶也依然爱你
即使你错过了谁的生日也没有关系明年还有

这是个休闲游戏
起码对于刚买游戏又怕肝的你来说
它是个休闲游戏
那些极限流玩法是贴吧大手子的作风
我只是
在一天的劳累 学习 作业之后
打开最爱的星露谷
打开我的农场
摸一摸猪 看一看我的恐龙 收一收我的兔子的脚
看着辛勤的蜜蜂 看着鱼塘里跳起的鲟鱼
看看温室里的远古种子成熟了没有
我没有回城魔杖 我没有收入千万 没有黄金钟
但我也依然很快乐",推荐
Stardew Valley,中国,2024-02-26,小符鲨,24.3,"这真的是个休闲游戏

你没必要2点睡6点起
没必要在春天拼命钓鲶鱼
没必要疯狂下矿刷洒水器种草莓
没必要第一年五百个桶收入千万
没必要掐着日历生日蹲村民门口送奶酪送钻石
没必要急着开温室刷远古

它只是一个休闲游戏
收完奶酪就睡觉也不是不可以
酿完酒去送人也不是不可以
第四年再结婚也不是不可以

你在星露谷 你不在JOJA 你也不用996
即使你一无所有爷爷也不会责怪你
即使你整天睡觉妈妈也会记得你给你送生日蛋糕
即使你作物都枯萎了你奶奶也依然爱你
即使你错过了谁的生日也没有关系明年还有

这是个休闲游戏
起码对于刚买游戏又怕肝的你来说
它是个休闲游戏
那些极限流玩法是贴吧大手子的作风
我只是
在一天的劳累 学习 作业之后
打开最爱的星露谷
打开我的农场
摸一摸猪 看一看我的恐龙 收一收我的兔子的脚
看着辛勤的蜜蜂 看着鱼塘里跳起的鲟鱼
看看温室里的远古种子成熟了没有
看看我第六年的九十多个小时的第一个档
我没有回城魔杖 我没有收入千万 没有黄金钟
但我也依然很快乐",推荐
Stardew Valley,中国,2022-02-28,李火旺,181.9,游玩这个游戏的是我去世的未婚妻，在我看见我库中的这个游戏时她的欢声笑语依旧会在耳边回荡，“这个男孩长得很像你，所以我对他表白了。”，“我偷偷摸摸和其他男孩子出去约会他都不吃醋，气死了。”游戏点滴，也算是记录了曾经甜蜜的日常。,推荐
Stardew Valley,中国,2021-07-22,Delta,145.1,我们需要创意工坊,推荐
Stardew Valley,中国,2024-03-20,月亮被我吃掉一半,3.1,"这真的是个休闲游戏

你没必要2点睡6点起
没必要在春天拼命钓鲶鱼
没必要疯狂下矿刷洒水器种草莓
没必要第一年五百个桶收入千万
没必要掐着日历生日蹲村民门口送奶酪送钻石
没必要急着开温室刷远古

它只是一个休闲游戏
收完奶酪就睡觉也不是不可以
酿完酒去送人也不是不可以
第四年再结婚也不是不可以

你在星露谷 你不在JOJA 你也不用996
即使你一无所有爷爷也不会责怪你
即使你整天睡觉妈妈也会记得你给你送生日蛋糕
即使你作物都枯萎了你奶奶也依然爱你
即使你错过了谁的生日也没有关系明年还有

这是个休闲游戏
起码对于刚买游戏又怕肝的你来说
它是个休闲游戏
那些极限流玩法是贴吧大手子的作风
我只是
在一天的劳累 学习 作业之后
打开最爱的星露谷
打开我的农场
摸一摸猪 看一看我的恐龙 收一收我的兔子的脚
看着辛勤的蜜蜂 看着鱼塘里跳起的鲟鱼
看看温室里的远古种子成熟了没有
看看我第六年的九十多个小时的第一个档
我没有回城魔杖 我没有收入千万 没有黄金钟
但我也依然很快乐",推荐
Stardew Valley,中国,2022-10-28,究极无敌蒜头王八,420.6,2022年10月28日，今天无所事事的我不知道为什么又打开了steam点开了这个游戏，从一开始的吃鸡启动器变成我的新世界星露谷是我这些年玩steam最久的游戏了。每次打开游戏看到自己存档进入看那杂乱的农场我总是想重新开一个存档玩，想了一下自己现在生活的不如意还是没有勇气重新再玩一次，今天不知道为什么我会想写下这个评论，父亲前几个月出意外去世本就这几年不如意的我感觉心里如受重创接到电话那一刻我心里一直在祈祷希望没什么很大的事情可是结果总是不尽人意就像这几年的生活无非是雪上加霜，读初三那年刚考完中考父母吵架离婚，周五我回到了家感觉的是前所未有的冷却虽然父母从我小开始吵架到我已经懂事不算小也不算大但我从未想过父母真的会离婚，母亲去外地后不回家我家似乎也成了村里讨论的焦点，每当我走到马路上难免听到左邻右舍的窃窃私语，父亲也在哪一个月伤心的不出门，前几天也天天躺在床上哭，甚至买好农药放在床边被我三番四次的丢掉，现在想一下那时的我说懂事也好像什么也不懂只知道叫父亲要振作起来没想到以后我的家可能就这样散了。过了一个月父亲也在叔叔婶婶朋友和我的劝导下振作起来了也开始时慢慢去上班去做事，我以为事情会和好如初可是现在想一下我家那时候就开始冷冷清清了，有时候我闻见隔壁饭菜飘香再看看自己家，感觉家已经不是从前那个家了，一直都是个学渣的我没考到高中后来父亲问我是不是去读职校，我当时爱贪玩不认真学想着职校更轻松也就欣然答应，学了个酒店管理结果毕业后是去酒店当服务员现在想一下蛮好笑的，期间父亲也说叫我回去读高中说联系好了，但是在职校周末的都没作业的我已经把心玩野了想着高中那么累为什么要去读还不如职校轻松混日子，读职校这几年我爸也是总和我说你妈这样狠心丢下你，你以后也当没有妈一样，后来有一次我妈也亲自来找我我不愿见他一看见她就边哭边走我妈就在后面追也带着眼泪一直这样我在前面走她在后面追，我走到了家我妈也跟到了家然后和隔壁邻居说我回来了叫他们看着我，我还是不想见她躲上楼当时父亲不在家事后才知道我的事情，我妈说了句既然你不愿意见我我就走了，我一边哭一边不敢说话然后她就走了，后面也一直来学校找我，我都不想见她就记得我爸说是她丢了你这样的话，最后一次她和我姨我妈的妹妹一起来找我，我还是那样不想见她，她说如果这次你还不愿意见我那以后就当没有我这个妈，我也当我没生过你，我也实在忍不住毕竟自己的亲生母亲还是和好了。后面读职校最后一年我爸带我去吃饭说去见一下你阿姨，当时吃的还是火锅我记得是她儿子还有我爸还有一个应该是介绍我爸和她的朋友，吃完饭我i爸带我回家问我这个阿姨怎么样我当时没多想就说了还好，后面我毕业实习出去上班慢慢他们走到了一起，有一次在外回家热情招呼我吃饭，我感觉这个家好像又有味道了。但不知为什么我总是觉得尴尬不愿多待自己老家，那时候我和我妈已经有联系也已经和好她在外面租房子住而我觉得让我在老家觉得尴尬还不如和我妈一起住反正也是自己亲妈，自此而已就总是和我妈一起，回老家看见我爸和阿姨又举得熟悉又陌生见面又觉得尴尬我不怎么情愿回去后面她把她自己亲生儿子也会带回老家住我就更觉得尴尬了更不愿意回去加上后来我妈又买了房子，我一直觉得我妈这才是我的法外之地，后面我爸又和她办了结婚酒，说实在的叫我去我那时候刚满18我觉得很尴尬女方父母弟妹也都来了，让我也要喊我总觉得很尬尴也不好意思毕竟我们真的陌生人一样没什么来往一来就说是什么亲戚我更觉得很难受所以我也越来越不想回我老家和我爸住感觉我妈这是我的法外之地，我妈出外面做生意我一个人在她这里无忧无虑也没人管，后面出去上班自己赚了点钱买了台电脑放我妈这里我就更少回去了，一年回几次家基本在我妈这玩电脑，过节回一下老家早上出去晚上又回我妈这，自在又能玩电脑还没人管怎么也比回我爸哪里好省的尴尬，后面我爸办完结婚酒和我后妈就出去合伙做工地了，做工地第二年年初我回去我看见我爸在家我后妈不在家又问我爸为什么没回去上班，他说赚不到钱就回来了，后面问我婶才知道其实是合伙闹得不愉快年度分红没分到钱，因为是和我后妈弟弟他们一起包的工地，我爸感觉被框了借钱去投资没赚到钱感觉被他们家骗了一样生气不再回去，我后妈就一直也在那里上班，家里也变成了原来冷冷清清的样子了，每次回去都是我爸一个人在家一日三餐有时候不吃有时候去我婶哪里应付几口，他们刚好的时候我感觉我爸能过得好就行起码一日三餐有人照顾每天忙完回家有个温暖，可也变回曾经的样子了，我也成年出去上班老家几乎就他一个人在家爷爷奶奶也年纪大了照顾不到我父亲，他也不愿吃我奶奶做的饭，就这样过节大家在家吃顿饭过完各奔东西，这个家似乎也不再像家了，我也因为我爸再婚缘故很少和他联系，只有的时候他给我打电话说我，心里有没有他这个爸，心里有没有这个家，我和他的对话永远不超过2分钟永远是以好好好结束，出社会来和我爸的聊天大多是争吵他说我不回家，说我不关心他，说我不打电话给他，说我心里没有他这个爸，如果这次他没出意外或许我自己没成家前永远体会不会到他的心情吧，有时候他发朋友圈生病了在打吊瓶看着确实很难受我也会打电话回去问候一下，但是后面他有什么病痛他不会发朋友圈也不会表露出来都是一个人默默承受，说结婚自己老婆又不在家一日三餐都没着落，说儿子儿子也不会关心他。很多事是他走后我从我邻居我婶叔说起来不禁潸然泪下确实他过的确实很苦没有别人想的那么风光，我后妈也不怎么管我和我爸结婚7年没对我上过心毕竟我也成年了，只是偶尔有个把电话叫我要和我爸打电话联系。不知道为什么父子好像就行有仇一样，她这样说我更不愿联系，前几年我爸和我后妈一起买了套房子，办酒席的时候叫我回去，我也回去了见到不熟的亲戚点头哈腰，自己都觉得尴尬，我后妈自己有女儿已经嫁了我也偶尔见几面象征的含姐姐其实一点感情没有，她还有个儿子也刚高二喊我哥，我总是觉得很奇怪毕竟没感情加上这些称呼真的很违心，日子就这样过这我爸依然一个人在家，我也在外或者我亲妈家多一些，我后妈也为了她自己儿子在外面上班，每次回家依然冷冷清清，我也不经意间会问我爸这样结婚为了什么，他说搭伙过日子就是这样，说你也不要想她会为了你她自己有儿子，她也不会想我会为他儿子。我又问那你们结婚如果分的清清楚楚为什么要结婚，我爸也总是很无奈的说知道会像现在这样当初也不会结婚，我爸以为重新找一个或许这个家可以变的像以前一样温暖可是结果是大家都过得很不舒服他心里也不是滋味。日子就这样持续到今年七月我爸因为意外去世了，那天下午我婶打电话给我叫我马上要回去，我心里一直悬着，一直到回去她才告诉我我爸出意外了，这几个月一直在家处理父亲的后事看到很多父亲的东西，处理很多父亲手头上的事情才知道他过得多么不容易人到中年家庭温暖没有，儿子不关心，要不是发生这些事我真不知道我父亲过得生活是这样的，这几个月我总是反思自己这些年对父亲忽略的关心越想越难受，见最后一面还是和他吵架，微信语音最后一句还是问我为什么回家了不回他那里总是待我妈那里。我都还没有和我爸敞开心扉的谈一谈以后说一说以前就像兄弟那样无话不说事情总是不尽人意，我今天看见steam花这么多时间玩的游戏如果可以换和我爸多联系的这么多时间那该多好是不是多点关心也许他也不会出这样的意外，而不是一有时间埋头躲着玩游戏。我希望看见的兄弟们玩游戏适当，多陪自己的家人，以前我看别人说失去才珍惜觉得好笑，到自己身上了才悔不当初。不管怎么样常回家看看，多给父母兄弟打打电话哪怕是几句寒暄，日子还要继续我也困了几个月了也该醒醒，兄弟们一路顺风！,推荐
